PM2.5 AQI Value,AQI Category,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
12,Good,13.3,17.8,3.9,1012.9,80,7.62,14.5,15.4,25.9,37,o,,,
17,Good,6.2,17.8,1.7,1012.9,71,4.32,16.1,6.5,11.1,-,,,,
18,Good,5.5,12.8,-1.1,1010.8,64,0,16.1,11.7,22.2,-,,,,
20,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,,,,
20,Good,5.1,10.6,-1.7,1024.1,83,0,16.1,11.9,18.3,-,,,,
18,Good,7.6,13.3,1.7,1006.6,67,0.51,16.1,16.9,31.7,42.4,o,,,
22,Good,14.1,23.3,1.7,1010.7,44,0,16.1,15.7,25.9,-,,,,
43,Good,,,,,,,,,,,,,,
46,Good,,,,,,,,,,,o,,,
26,Good,,,,,,,,,,,o,,o,o
19,Good,15.9,16.7,15.6,996.7,96,41.15,8.9,11.1,16.5,-,o,,,
15,Good,4.1,6.7,-0.6,1021.6,49,22.61,16.1,13.7,31.7,48.2,,,,
28,Good,4.7,9.4,-1.7,1031.3,70,0,16.1,6.9,16.5,-,,,,
13,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,o,,,
31,Good,,,,,,,,,,,o,,,o
23,Good,7.8,18.9,3.3,1021.9,63,6.86,16.1,17.6,25.9,37,o,,,
23,Good,0.8,8.9,-2.2,1034.4,57,0,16.1,14.6,25.9,38.9,,,,
29,Good,,,,,,,,,,,,,,
51,Moderate,,,,,,,,,,,o,,,o
35,Good,,,,,,,,,,,,,,o
32,Good,10.3,17.8,1.7,1023.2,69,7.62,14.5,15.6,33.5,48.2,o,,,
20,Good,2.9,14.4,-0.6,1029.7,74,6.35,13,9.8,25.9,31.7,o,o,,o
31,Good,0.1,6.7,-2.2,1030.5,70,4.57,12.2,23.9,31.7,48.2,o,o,,
31,Good,,,,,,,,,,,,,,
26,Good,,,,,,,,,,,,,,
29,Good,,,,,,,,,,,o,,,
22,Good,12.2,18.3,0.6,1012.1,88,2.29,12.4,10.9,24.1,33.5,o,,,
16,Good,11.3,18.3,8.3,1010.4,99,1.78,2.4,8,18.3,-,,,,o
18,Good,9.6,16.1,5.6,1007.8,54,1.27,14.3,23.9,35.2,48.2,o,,,o
16,Good,,,,,,,,,,,,,,
17,Good,,,,,,,,,,,,,,
22,Good,3.3,8.3,-3.9,1023.8,44,0,16.1,11.7,20.6,27.8,,,,
30,Good,10.2,20,-3.9,1020.4,45,0,16.1,18.1,37,53.5,,,,
34,Good,15.9,21.1,3.3,1009.7,66,0,15.9,20.6,33.5,51.9,o,,,
22,Good,,,,,,,,,,,,,,
22,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,o,,,
18,Good,6.6,10,3.3,1021.3,62,7.37,16.1,27.8,42.4,70.6,o,,,
30,Good,5.5,13.3,-2.8,1033.7,58,0,16.1,6.5,16.5,-,,,,
25,Good,12.4,21.7,-2.8,1032.6,38,0,16.1,18.9,31.7,44.6,,,,
21,Good,,,,,,,,,,,o,,,
32,Good,,,,,,,,,,,,,,
14,Good,,,,,,,,,,,,,,
57,Moderate,18.4,25,11.1,1014.1,75,0.25,15.4,17.8,35.2,48.2,o,,,
24,Good,13.5,25.6,9.4,1025.7,44,1.78,16.1,13.5,20.6,-,,,,
21,Good,8.9,16.1,7.8,1028,75,1.02,15.8,15.9,29.4,37,o,,,
17,Good,,,,,,,,,,,o,,,
14,Good,,,,,,,,,,,,,,
45,Good,,,,,,,,,,,,,,
17,Good,18,27.8,8.3,1024.2,75,4.57,15.4,13.1,25.9,38.9,o,,,
49,Good,24,30,11.7,1020.3,63,0,16.1,26.3,40.7,55.4,,,,
36,Good,15.8,30,8.3,1021.3,79,0,14.8,17.2,33.5,46.5,o,,,
18,Good,,,,,,,,,,,o,,,
3,Good,,,,,,,,,,,o,,,
15,Good,,,,,,,,,,,,,,
10,Good,9.7,12.2,7.8,1012.6,90,29.46,6.6,21.3,46.5,57.6,o,,,
20,Good,8.7,13.9,3.3,1017.9,76,10.41,14.8,12,20.6,-,o,,,
23,Good,15.4,24.4,3.3,1012.3,71,0,16.1,16.7,27.8,40.7,,,,
47,Good,,,,,,,,,,,o,,,
28,Good,,,,,,,,,,,,,,
36,Good,,,,,,,,,,,,,,o
19,Good,10.2,24.4,7.8,1012.9,79,0,15.1,17.2,31.7,50,o,,,
17,Good,7.7,10.6,5,1005.9,78,32.26,11.9,30.2,38.9,59.4,o,,,
16,Good,10.2,16.1,4.4,1011.1,49,11.94,16.1,20.9,40.7,51.9,,,,
13,Good,13.3,18.9,4.4,1008.8,37,0,16.1,22.4,46.5,61.1,,,,
10,Good,,,,,,,,,,,,,,
14,Good,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,,,,
34,Good,15.6,26.1,7.2,1014.3,67,0.51,14.5,8.1,24.1,35.2,o,,o,
29,Good,19.8,27.8,15.6,1003.9,64,2.79,15.6,16.3,25.9,42.4,o,,o,
30,Good,19.6,27.8,13.3,998.2,55,0,16.1,17.6,37,63,,,,
19,Good,,,,,,,,,,,,,,
19,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
23,Good,20.7,25.6,10.6,1011.1,72,1.02,15,27.4,51.9,87,o,,,o
25,Good,14.4,25.6,10,1016.9,58,9.4,16.1,16.5,25.9,37,,,,
22,Good,8.3,17.2,5.6,1016,73,4.83,14,18.1,42.4,57.6,o,,,
33,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
27,Good,,,,,,,,,,,o,,,
15,Good,10.6,17.8,2.2,1015.1,67,17.27,16.1,8.5,24.1,35.2,,,,
33,Good,13.6,16.1,10.6,1003.8,92,4.06,11.6,10.2,25.9,37,o,,,
24,Good,13.8,23.3,6.1,1006.5,70,11.43,15.8,17.6,37,59.4,o,,o,
25,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,o,,,
24,Good,,,,,,,,,,,o,,o,
14,Good,11.5,13.3,10,1014.3,86,3.3,14.6,15.9,22.2,27.8,o,,,
13,Good,15.9,23.9,10,1008.3,80,3.05,13.8,12.6,31.7,42.4,o,,,
25,Good,12.3,23.9,8.9,1012.3,77,4.06,15,20,44.6,59.4,o,,o,
18,Good,,,,,,,,,,,,,,
27,Good,,,,,,,,,,,o,,,o
23,Good,14.6,17.2,11.1,1007.7,87,25.4,12.1,9.8,29.4,-,o,,,
17,Good,15,20.6,10.6,1017.3,58,0.51,16.1,16.1,29.4,-,,,,
37,Good,20.3,29.4,10.6,1013.2,60,0,16.1,16.9,25.9,27.8,,,,
32,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,o,,,
16,Good,,,,,,,,,,,o,,o,
15,Good,12.4,20,8.3,1011.8,61,2.79,16.1,19.4,29.4,46.5,o,,,
21,Good,14.7,21.7,7.2,1012.3,48,0,16.1,20.7,42.4,61.1,o,,,
20,Good,10.2,21.7,5,1014.9,49,1.78,16.1,26.3,53.5,68.3,o,,,
15,Good,,,,,,,,,,,,,,
22,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,,,,
24,Good,12.3,18.3,5.6,1025.8,56,0,16.1,9.3,22.2,-,,,,
30,Good,16.3,25.6,5.6,1025.4,67,0,16.1,9.3,25.9,42.4,,,,
29,Good,22,27.8,17.2,1020.4,60,0,16.1,23.3,35.2,46.5,,,,
27,Good,,,,,,,,,,,,,,
34,Good,,,,,,,,,,,,,,
17,Good,,,,,,,,,,,o,,,o
46,Good,14.1,15.6,12.2,1016.4,81,15.24,11.9,25.6,37,50,o,,,
43,Good,13.4,15,12.2,1021.4,83,4.57,9.3,30.2,38.9,55.4,o,,,
36,Good,15.9,19.4,12.2,1023.2,83,0,10.8,19.8,25.9,38.9,o,,,
19,Good,,,,,,,,,,,o,,,
25,Good,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,,,,
8,Good,15.3,19.4,12.8,1021.9,90,0,10.8,10.9,16.5,-,o,,,
9,Good,16,19.4,13.9,1021.8,93,0,8,9.6,14.8,-,o,,,o
10,Good,18.2,24.4,15,1021.5,92,0.51,6.6,9.6,22.2,-,o,,,o
11,Good,,,,,,,,,,,o,,o,
25,Good,,,,,,,,,,,o,,o,
30,Good,,,,,,,,,,,o,,o,
33,Good,20,27.8,16.7,1017.2,65,0.25,15.8,13.7,25.9,40.7,,,,
19,Good,15.3,22.2,10,1023.5,63,0,16.1,10.4,27.8,38.9,,,,
29,Good,19,27.2,10,1020.3,63,0,16.1,16.1,24.1,40.7,,,,
50,Good,26.1,32.2,21.1,1010.9,60,0,16.1,20.9,27.8,40.7,,,,
59,Moderate,,,,,,,,,,,,,,
32,Good,,,,,,,,,,,,,,
27,Good,,,,,,,,,,,,,,
38,Good,22.9,31.7,18.9,1012.5,69,16,14.8,13,46.5,57.6,o,,o,
31,Good,21.3,27.2,15,1016.5,67,2.79,16.1,7.4,18.3,-,,,,
35,Good,24.2,29.4,15,1015.8,72,0,16.1,11.5,24.1,-,,,,
34,Good,,,,,,,,,,,,,,
28,Good,,,,,,,,,,,o,,,
32,Good,,,,,,,,,,,o,,,
28,Good,20,26.1,16.1,1020,72,12.7,16.1,13.3,33.5,42.4,,,,
20,Good,19.2,22.8,16.1,1024.1,68,0,16.1,15.7,25.9,38.9,,,,
16,Good,17.6,22.2,16.7,1024.6,86,1.52,14.2,19.3,27.8,38.9,o,,,
15,Good,,,,,,,,,,,o,,,
23,Good,,,,,,,,,,,o,,,
20,Good,,,,,,,,,,,,,,
23,Good,22.9,27.8,17.8,1019.8,75,0,16.1,10,22.2,-,,,,
21,Good,22.4,27.8,17.8,1017.5,86,0.25,15.8,9.3,20.6,31.7,o,,o,
15,Good,21.7,26.7,17.2,1015.6,84,2.03,15.9,5,16.5,-,,,,o
35,Good,,,,,,,,,,,o,,o,
46,Good,,,,,,,,,,,o,,,
29,Good,,,,,,,,,,,,,,
48,Good,24.2,29.4,20,1014.4,76,0,15.9,6.7,18.3,-,o,,o,
38,Good,24.1,30.6,17.8,1016.8,69,0.51,16.1,9.3,16.5,-,,,,
40,Good,26.3,32.8,17.8,1013.7,60,0,16.1,13.9,29.4,37,,,,
64,Moderate,,,,,,,,,,,,,,
45,Good,,,,,,,,,,,,,,
38,Good,,,,,,,,,,,o,,o,
39,Good,25,30.6,20,1011.1,75,0,14.3,11.7,40.7,64.8,o,,o,o
30,Good,20.8,22.2,19.4,1010.9,92,41.91,16.1,4.6,11.1,-,,,,
46,Good,27.1,33.3,18.9,1011.7,61,0,16.1,10,18.3,-,,,,
53,Moderate,,,,,,,,,,,,,,
51,Moderate,,,,,,,,,,,,,,o
45,Good,,,,,,,,,,,,,,
39,Good,28.1,34.4,21.1,1017.8,73,0,16.1,10.9,18.3,-,,,,
25,Good,27.1,34.4,23.9,1015.4,76,0,16.1,12,25.9,-,o,,,
12,Good,27.6,30.6,24.4,1012.8,77,0,16.1,17.4,27.8,40.7,,,,
19,Good,,,,,,,,,,,o,,,
31,Good,,,,,,,,,,,,,,
36,Good,,,,,,,,,,,,,,
32,Good,28.3,34.4,22.2,1009.9,65,0,15.8,10.4,18.3,-,o,,o,
39,Good,27.2,33.3,21.7,1014.2,70,0.25,16.1,8.3,16.5,-,,,,
38,Good,27.1,32.2,21.7,1019.4,68,0,15.4,9.1,20.6,-,,,,
23,Good,,,,,,,,,,,,,,
46,Good,,,,,,,,,,,o,,o,o
41,Good,,,,,,,,,,,o,,o,
41,Good,29.9,36.7,24.4,1015.2,67,7.87,16.1,11.7,24.1,33.5,o,,o,
52,Moderate,30.9,37.2,24.4,1013.8,66,1.52,15.8,12.2,27.8,51.9,o,,o,
45,Good,31.4,37.2,26.1,1015.5,60,1.27,16.1,16.5,25.9,35.2,o,,o,
28,Good,,,,,,,,,,,o,,o,
36,Good,,,,,,,,,,,o,,o,
27,Good,,,,,,,,,,,o,,o,
23,Good,28.1,32.8,23.9,1018.5,71,0,16.1,8.3,13,-,o,,o,
37,Good,28,35.6,23.9,1018.4,73,0,14.5,9.1,20.6,29.4,o,,o,
40,Good,28.6,35.6,24.4,1014.9,73,42.42,15.6,10.9,37,57.6,o,,o,
30,Good,,,,,,,,,,,o,,o,
32,Good,,,,,,,,,,,o,,o,
37,Good,,,,,,,,,,,,,,
25,Good,28.9,34.4,24.4,1009,77,0,15.6,13.7,20.6,-,o,,o,o
20,Good,27,34.4,23.9,1012.8,85,32.51,15,9.8,24.1,37,o,,o,
55,Moderate,28.4,34.4,23.9,1014.5,73,3.05,15.8,15.4,27.8,38.9,o,,,
38,Good,27.3,34.4,23.3,1017.2,78,0,14.8,13.9,38.9,63,o,,o,
30,Good,,,,,,,,,,,o,,o,
43,Good,,,,,,,,,,,o,,o,
27,Good,,,,,,,,,,,o,,o,o
25,Good,24.9,32.8,22.2,1018.2,85,86.36,14.6,4.3,33.5,44.6,o,,o,o
20,Good,25.2,31.1,22.2,1019.7,84,38.86,14.8,6.5,22.2,-,o,,o,
24,Good,25.8,31.1,21.7,1020.2,79,4.32,14.3,6.7,20.6,-,,,,o
40,Good,,,,,,,,,,,o,,o,
32,Good,,,,,,,,,,,o,,o,
27,Good,,,,,,,,,,,,,,
19,Good,27.7,32.2,23.9,1016.3,78,0,16.1,9.8,24.1,-,,,,
10,Good,26.2,31.1,23.9,1013,84,0.25,15.1,8.7,16.5,-,o,,,
15,Good,25.3,29.4,23.9,1012.7,88,6.1,12.2,11.9,24.1,-,o,,,
9,Good,,,,,,,,,,,o,,,
18,Good,,,,,,,,,,,o,,,
32,Good,,,,,,,,,,,,,,
41,Good,25.8,31.1,21.7,1012.7,79,0,13.2,4.6,14.8,-,o,,o,
31,Good,25.8,31.1,21.7,1015.4,80,2.03,16.1,13.5,22.2,-,o,,o,
26,Good,25.2,28.9,21.1,1015.5,80,0,15.3,8.9,22.2,-,,,,
23,Good,,,,,,,,,,,o,,,
33,Good,,,,,,,,,,,,,,
43,Good,,,,,,,,,,,o,,,
45,Good,29.2,33.9,25,1015.3,66,0,16.1,16.1,18.3,-,,,,
35,Good,28.4,31.1,25.6,1015.2,59,0,16.1,13.1,24.1,-,,,,
38,Good,28.3,35,22.2,1014.5,61,0,16.1,16.1,27.8,40.7,,,,
51,Moderate,,,,,,,,,,,o,,o,
28,Good,,,,,,,,,,,o,,o,
31,Good,,,,,,,,,,,,,,
21,Good,24.8,29.4,20,1015.1,65,0,16.1,10.2,24.1,-,,,,
14,Good,27.1,30.6,20,1015.4,76,0,16.1,14.3,18.3,-,,,,
24,Good,28.5,33.9,23.3,1013.8,74,0,16.1,8,18.3,-,,,,
60,Moderate,30.8,36.1,23.3,1011,71,0.25,13.5,12.4,25.9,35.2,o,,o,
52,Moderate,,,,,,,,,,,,,,
28,Good,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,,,,
12,Good,22.5,28.3,17.2,1018.1,74,0,16.1,7.8,22.2,-,,,,
18,Good,25.5,28.9,17.2,1018.1,82,0,16.1,13.3,22.2,-,,,,
16,Good,26.5,28.9,21.7,1020.4,84,0,15.3,18.5,33.5,44.6,o,,,
10,Good,,,,,,,,,,,o,,o,
20,Good,,,,,,,,,,,o,,,
28,Good,,,,,,,,,,,,,,
17,Good,25.2,27.2,22.8,1018.8,77,0,15,13.1,16.5,-,o,,,
26,Good,24.4,28.9,21.7,1018.3,81,0,13.5,9.4,24.1,27.8,o,,,
16,Good,22.3,28.9,19.4,1023.3,61,6.6,16.1,16.3,22.2,31.7,,,,
6,Good,,,,,,,,,,,,,,
8,Good,,,,,,,,,,,o,,,
27,Good,,,,,,,,,,,o,,,
24,Good,19.4,25.6,16.1,1021.4,59,1.52,16.1,23.5,33.5,48.2,,,,
13,Good,19.6,23.3,16.1,1027,53,0,16.1,22.6,29.4,44.6,,,,
17,Good,18.8,23.3,16.7,1029.4,50,0,16.1,25.7,31.7,46.5,,,,
10,Good,,,,,,,,,,,,,,
26,Good,,,,,,,,,,,,,,
51,Moderate,,,,,,,,,,,,,,
33,Good,19.8,23.3,15,1019.4,81,0.51,14.5,6.5,16.5,-,o,,,
13,Good,23.6,27.2,17.8,1016.2,84,6.86,13.7,10.2,25.9,29.4,o,,,
24,Good,23.2,25.6,21,1014.3,81,11.94,12.6,6.5,13,-,,,,o
20,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,o,,,
24,Good,,,,,,,,,,,o,,,o
23,Good,19.9,28.3,13.9,1014.4,63,3.3,16.1,10.9,16.5,-,,,,
23,Good,19.6,28.3,13.9,1015.2,60,0,16.1,15,29.4,35.2,,,,
25,Good,16.6,22.8,11.7,1021.9,58,0,16.1,10.4,25.9,38.9,,,,
22,Good,,,,,,,,,,,o,,,
23,Good,,,,,,,,,,,,,,
39,Good,,,,,,,,,,,,,,
42,Good,21.2,28.9,10,1014.3,61,0,16.1,14.8,29.4,38.9,,,,
38,Good,21.3,28.9,13.9,1015.4,61,0,16.1,11.1,18.3,-,,,,
19,Good,18.6,24.4,12.8,1023.2,56,0,16.1,7.2,14.8,-,,,,
10,Good,,,,,,,,,,,o,,,
24,Good,,,,,,,,,,,o,,,
23,Good,,,,,,,,,,,o,,,
19,Good,20.2,28.3,18.3,1012.1,83,3.81,11.3,12.8,22.2,-,,,,
18,Good,18.3,24.4,12.2,1017.2,61,0,15.9,6.9,16.5,-,,,,
18,Good,19,27.8,11.1,1017.9,67,0,16.1,6.7,22.2,33.5,,,,
17,Good,,,,,,,,,,,o,,,
18,Good,,,,,,,,,,,o,,,
30,Good,,,,,,,,,,,,,,
9,Good,19.8,23.9,8.3,1025.1,75,0,15.8,12.2,20.6,-,,,,
7,Good,20.7,25,15.6,1023.4,85,0,8.4,8.1,14.8,-,,,,o
11,Good,21.9,27.8,17.8,1024.2,81,0,7.7,5,16.5,-,,,,o
18,Good,,,,,,,,,,,,,,o
11,Good,,,,,,,,,,,,,,o
29,Good,,,,,,,,,,,,,,o
13,Good,19.8,30,13.9,1017.3,82,0,15,15.4,24.1,37,o,,,
19,Good,19.2,21.1,17.8,1018.2,88,3.56,8.4,15.2,25.9,-,o,,,o
27,Good,17.5,20.6,15.6,1021.2,87,0,4.7,5.9,11.1,-,,,,o
35,Good,,,,,,,,,,,,,,
22,Good,,,,,,,,,,,o,,,
21,Good,,,,,,,,,,,o,,,
7,Good,13.1,15.6,11.1,1028.6,59,0.25,16.1,15.2,24.1,31.7,,,,
20,Good,14,22.8,7.2,1021.2,78,0,15.3,9.8,25.9,37,o,,,o
13,Good,10.2,22.8,5.6,1017.1,42,15.24,16.1,27.4,40.7,64.8,,,,
16,Good,10.3,18.3,3.9,1021.9,40,0,16.1,13.5,20.6,29.4,,,,
30,Good,,,,,,,,,,,,,,
27,Good,,,,,,,,,,,,,,o
14,Good,,,,,,,,,,,,,,
26,Good,17.7,24.4,12.8,1026.2,80,0,6.1,3.1,13,-,,,,o
71,Moderate,16.6,24.4,11.1,1027.9,75,0,8.5,4.1,13,-,,,,o
34,Good,17,24.4,11.1,1027.4,74,0,10.9,4.3,13,-,,,,o
20,Good,,,,,,,,,,,,,,o
12,Good,,,,,,,,,,,o,,,
13,Good,,,,,,,,,,,o,,,o
30,Good,16.2,23.3,12.8,1015.2,86,70.1,8.2,14.6,25.9,46.5,o,,,
52,Moderate,12.7,17.8,8.9,1021.8,65,0,14.8,4.6,14.8,-,,,,
20,Good,15.6,23.9,8.3,1019.8,70,0,15,13.3,33.5,50,,,,
21,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,,,,
19,Good,,,,,,,,,,,,,,
23,Good,6.7,13.9,0,1036.5,60,0,16.1,3.9,11.1,-,,,,
20,Good,11.8,21.7,0,1032.4,62,0,16.1,9.8,27.8,38.9,,,,
47,Good,14.8,22.8,4.4,1028.1,65,0,16.1,7.6,13,-,,,,o
54,Moderate,,,,,,,,,,,,,,o
29,Good,,,,,,,,,,,o,,,
21,Good,,,,,,,,,,,,,,
15,Good,10.3,18.9,3.9,1027.8,73,0,16.1,4.6,14.8,-,,,,
23,Good,19.6,23.3,16.7,1019.9,73,1.52,14.8,14.4,24.1,38.9,o,,,
38,Good,15.6,23.3,12.2,1017.2,88,3.3,5.5,4.6,14.8,-,,,,o
50,Good,,,,,,,,,,,,,,o
45,Good,,,,,,,,,,,,,,o
20,Good,,,,,,,,,,,o,,,
13,Good,11.1,25.6,6.7,1006.3,52,1.78,16.1,20.4,31.7,46.5,,,,
20,Good,5.6,15,0.6,1019,50,0,16.1,14.3,22.2,27.8,,,,
23,Good,6.4,15,-1.1,1025.8,49,0,16.1,6.1,14.8,-,,,,
12,Good,,,,,,,,,,,,,,
31,Good,,,,,,,,,,,o,,,
23,Good,,,,,,,,,,,,,,
18,Good,5.4,11.1,1.7,1010.4,79,0,12.6,10.2,27.8,35.2,o,,,
22,Good,5.1,8.9,2.2,1010.8,52,2.03,16.1,26.1,38.9,51.9,,,,
25,Good,3.4,10.6,-2.2,1014.1,59,0,16.1,10.2,25.9,37,,,,
54,Moderate,,,,,,,,,,,,,,
45,Good,,,,,,,,,,,,,,
38,Good,,,,,,,,,,,o,,,
47,Good,18.3,22.8,15,1017.1,71,1.02,16.1,13.5,20.6,-,o,,,
31,Good,12.2,22.8,8.3,1013.2,85,17.27,8.4,16.7,57.6,83.5,o,,,o
19,Good,6.4,15.6,3.9,1024,57,0,16.1,18.5,33.5,50,,,,
8,Good,,,,,,,,,,,o,,,
19,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,,,,
29,Good,5.1,8.9,0.6,1029.4,59,0,16.1,9.1,20.6,38.9,,,,
50,Good,5.4,8.9,0.6,1022.4,77,0,12.1,3,9.4,-,o,,,
32,Good,7.7,9.4,2.2,1012.7,81,6.1,6.9,11.9,16.5,-,o,,,o
27,Good,,,,,,,,,,,,,,
29,Good,,,,,,,,,,,,,,
4,Good,,,,,,,,,,,,,,
22,Good,12.1,21.7,1.7,1004.8,66,23.11,12.7,25.2,46.5,70.6,o,,,
20,Good,0.3,5,-3,1017.9,41,0.25,16.1,14.6,22.2,35.2,,,,
26,Good,2.7,10,-3.3,1024.4,56,0,16.1,6.7,14.8,-,,,,
28,Good,,,,,,,,,,,,,,
29,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,,,,
28,Good,14.5,16.7,10.6,1021.6,75,0,12.2,13.7,20.6,37,o,,,
