PM2.5 AQI Value,AQI Category,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
19,Good,,,,,,,,,,,o,,,
20,Good,13.1,19.4,10,1025.6,54,10.16,16.1,25.9,38.9,51.9,,,,
15,Good,11.5,15.6,7.8,1025.8,52,0,16.1,19.6,33.5,46.5,,,,
21,Good,12.5,16.7,7.8,1028,52,0,16.1,21.1,33.5,44.6,,,,
20,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
38,Good,,,,,,,,,,,,,,
44,Good,21.9,31.1,6.7,1017.6,37,0,16.1,10.4,22.2,-,,,,
20,Good,16.5,21.1,12.2,1023,46,0,16.1,18.7,31.7,46.5,,,,
27,Good,16.7,27.2,6.7,1022.4,55,0,16.1,10.4,27.8,37,,,,
27,Good,,,,,,,,,,,o,,o,
22,Good,,,,,,,,,,,o,,,
16,Good,,,,,,,,,,,,,,
26,Good,17.7,27.8,7.8,1017.5,52,0,16.1,13,25.9,40.7,,,,
32,Good,24,31.1,17.8,1011.3,47,0,16.1,25.7,37,50,,,,
34,Good,20.1,31.7,13.9,1010,62,0,14.6,20.6,25.9,35.2,,,,
24,Good,,,,,,,,,,,o,,o,o
12,Good,,,,,,,,,,,o,,o,o
20,Good,,,,,,,,,,,o,,,
22,Good,17.3,26,13.3,1020,72,0,15.6,11.5,20.6,31.7,o,,,
29,Good,24.9,32.2,13.9,1014.3,66,1.02,16.1,16.5,31.7,37,,,,
18,Good,22.6,32.2,20.6,1009.6,74,2.03,15.1,15.6,53.5,72.2,o,,o,
10,Good,,,,,,,,,,,o,,o,
9,Good,,,,,,,,,,,,,,
8,Good,,,,,,,,,,,o,,,
15,Good,14.9,20,11.1,1008.3,72,3.05,15.1,10.2,16.5,-,o,,,
30,Good,15.2,15.6,15,1008.4,76,0,16.1,12.2,13,-,,,,
41,Good,18.5,29.4,11.1,1017.6,55,0,16.1,8,22.2,-,,,,
29,Good,,,,,,,,,,,o,,o,
52,Moderate,,,,,,,,,,,o,,o,o
33,Good,,,,,,,,,,,,,,o
37,Good,21,25,16.7,1013,77,0,13.5,12.6,25.9,37,o,,o,
27,Good,22,30,14.4,1009.1,59,4.83,13.2,12.4,46.5,59.4,,,,o
14,Good,17.3,20.6,13.9,1013.1,46,1.02,15.8,20,33.5,46.5,o,,,
24,Good,,,,,,,,,,,,,,
22,Good,,,,,,,,,,,o,,,
22,Good,,,,,,,,,,,o,,,
25,Good,16.4,19.4,12.2,1018.9,65,0.25,16.1,11.5,20.6,-,,,,
32,Good,17.1,23.3,10,1023.3,63,0,15.8,7.2,18.3,-,,,,
16,Good,19.9,23.9,10,1016.3,74,1.27,14,16.7,25.9,40.7,o,,,
11,Good,,,,,,,,,,,o,,,
14,Good,,,,,,,,,,,o,,,
33,Good,,,,,,,,,,,,,,
48,Good,24.2,31.7,13.9,1020.4,53,0,16.1,10,20.6,-,,,,
54,Moderate,26.2,33.9,17.8,1020.3,52,0,16.1,13,22.2,-,,,,
36,Good,26.4,33.9,18.9,1020.1,55,0,16.1,19.4,24.1,40.7,,,,
23,Good,,,,,,,,,,,,,,o
15,Good,,,,,,,,,,,o,,,o
10,Good,,,,,,,,,,,o,,,
10,Good,25.1,28.3,22.8,1014.3,72,25.65,14.5,7.4,22.2,-,o,,,
14,Good,24.1,28.3,21.7,1016.3,76,0.25,15.3,9.8,18.3,-,o,,,
18,Good,24.6,27.8,21.7,1017.2,77,7.87,8.7,12.4,20.6,-,,,,o
17,Good,23.9,27.8,22.2,1016.8,77,0,8.2,9.6,18.3,-,,,,o
27,Good,,,,,,,,,,,o,,,o
28,Good,,,,,,,,,,,o,,o,
27,Good,,,,,,,,,,,o,,o,
29,Good,27.3,31.7,23,1003.4,63,4.83,15.1,13.7,27.8,37,o,,,
22,Good,24.8,32.2,20,1007.2,48,27.43,15.6,16.7,35.2,44.6,o,,,
27,Good,23.6,29.4,15,1014.5,39,0,16.1,12.8,22.2,33.5,,,,
26,Good,,,,,,,,,,,,,,
47,Good,,,,,,,,,,,,,,
27,Good,23.1,27.8,18.9,1013.5,60,0,16.1,12.4,27.8,31.7,,,,
39,Good,,,,,,,,,,,o,,,
22,Good,,,,,,,,,,,o,,o,
15,Good,,,,,,,,,,,,,,
24,Good,23.8,31.1,16.1,1026.8,49,0,15.8,6.3,14.8,-,,,,o
33,Good,26.1,32.8,16.1,1022.8,44,0,16.1,14.6,25.9,33.5,,,,
51,Moderate,28,33.9,17.8,1014.7,49,0,15.8,22,38.9,46.5,,,,
43,Good,,,,,,,,,,,,,o,
36,Good,,,,,,,,,,,o,,o,
26,Good,,,,,,,,,,,o,,,
32,Good,25.2,31.7,23.3,1018.6,73,0.25,15.9,15.7,27.8,40.7,,,,
29,Good,23.2,27.2,17.8,1022.2,69,0,16.1,12.8,20.6,-,,,,o
27,Good,25.4,30.6,17.8,1018.5,66,0,16.1,10.2,25.9,-,,,,o
26,Good,,,,,,,,,,,o,,,
38,Good,,,,,,,,,,,,,,
31,Good,,,,,,,,,,,o,,o,
25,Good,27.9,33.3,22.8,1015.1,71,32.51,15,11.5,40.7,57.6,o,,o,
31,Good,26.8,33.3,23.3,1016.7,65,1.27,15.3,14.6,29.4,38.9,o,,o,o
22,Good,23.9,30,20.6,1018.9,67,0.25,15.1,13.1,29.4,46.5,o,,,
25,Good,,,,,,,,,,,o,,,
38,Good,,,,,,,,,,,,,,
37,Good,,,,,,,,,,,,,,
40,Good,31.1,36.7,26.1,1010.5,65,7.11,16.1,14.6,24.1,38.9,o,,o,
35,Good,30.7,36.7,26.1,1009.7,61,0,16.1,14.1,24.1,-,o,,o,
36,Good,29.9,36.1,25,1009.7,60,0,16.1,14.4,20.6,-,o,,o,
35,Good,,,,,,,,,,,,,,
38,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
40,Good,30.1,35.6,25.6,1017.5,66,0,16.1,12.6,24.1,50,o,,o,
56,Moderate,32.2,38.9,26.1,1014.7,55,0,16.1,13.7,24.1,31.7,,,,
56,Moderate,32.1,38.9,24.4,1014.2,58,0,15.4,16.1,70.6,94.6,o,,o,
30,Good,,,,,,,,,,,o,,o,
30,Good,,,,,,,,,,,o,,o,
42,Good,,,,,,,,,,,,,,o
33,Good,30.4,34.4,24,1019.9,62,0,16.1,10.6,35.2,63,o,,o,
31,Good,27.1,35,22.2,1020.7,67,4.06,15.8,9.1,18.3,46.5,o,,o,
40,Good,28.2,32.8,22.2,1020.9,62,0,16.1,6.1,14.8,-,,,,o
45,Good,,,,,,,,,,,,,,
55,Moderate,,,,,,,,,,,,,,
53,Moderate,,,,,,,,,,,,,,
51,Moderate,33.2,38.3,27.8,1015.3,58,0,16.1,15.9,22.2,37,,,,
48,Good,32.4,37.8,28.3,1014,58,0,16.1,18,27.8,38.9,o,,o,
51,Moderate,31.3,37.8,27.2,1013.6,64,0,16.1,7.8,16.5,-,o,,,
53,Moderate,,,,,,,,,,,o,,o,
29,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,o,,o,o
27,Good,27.8,33.9,25,1015.5,75,11.18,14.3,9.4,33.5,48.2,o,,o,
34,Good,29.3,35,25,1016.6,66,35.81,16.1,14.8,22.2,-,o,,,
38,Good,28.7,35,25,1016.3,72,0,14.6,9.1,20.6,33.5,o,,o,
18,Good,28.2,33.3,25.6,1018,64,10.16,16.1,17.8,27.8,38.9,,,,
20,Good,,,,,,,,,,,o,,,
14,Good,,,,,,,,,,,,,,
40,Good,,,,,,,,,,,,,,
36,Good,30.4,35.6,27.2,1011.7,61,0,16.1,12,20.6,-,,,,
28,Good,27.2,33.3,25.6,1016.4,65,0,16.1,7.6,24.1,-,o,,,
20,Good,26.4,26.7,26.1,1019.2,69,0,16.1,9.1,11.1,-,,,,
31,Good,,,,,,,,,,,,,,
27,Good,,,,,,,,,,,,,,
20,Good,,,,,,,,,,,,,,
29,Good,32.6,37.2,27.2,1015.5,61,0,16.1,15.2,22.2,42.4,,,,
34,Good,33.1,38.3,28.3,1017.1,59,0,16.1,16.3,22.2,38.9,,,o,
43,Good,31.9,38.3,28.9,1020.6,66,0,16.1,8,14.8,-,o,,o,
26,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,o,,o,
25,Good,,,,,,,,,,,,,,
28,Good,28.1,35.6,25,1014.7,66,0,15.3,5.6,27.8,33.5,o,,o,
24,Good,28.3,35.6,23.3,1012.5,66,21.34,15.8,5.9,18.3,29.4,,,,o
25,Good,30.3,36.7,23.3,1010.4,64,0,16.1,6.5,20.6,40.7,,,,
23,Good,,,,,,,,,,,o,,o,
20,Good,,,,,,,,,,,,,,
20,Good,,,,,,,,,,,,,,
27,Good,27.3,33.3,19.4,1020.8,60,0,16.1,4.8,14.8,-,,,,
42,Good,30.4,36.7,21.7,1017.9,58,0,16.1,10,14.8,-,,,,
40,Good,30.1,36.7,25,1019.1,65,0,16.1,7.6,22.2,33.5,,,,
28,Good,,,,,,,,,,,,,,
17,Good,,,,,,,,,,,,,,
29,Good,,,,,,,,,,,,,,
35,Good,25.9,30,21.1,1015.2,77,0,16.1,5.7,13,25.9,,,,
41,Good,25.6,33.3,21.1,1011.5,79,0,15.1,8,20.6,35.2,o,,o,
26,Good,23.7,24.4,22.2,1015.3,83,13.21,15,15,29.4,40.7,o,,,
23,Good,22.3,25.6,20.6,1012,88,72.14,8.2,40.4,57.6,81.7,o,,,
23,Good,,,,,,,,,,,o,,,
28,Good,,,,,,,,,,,,,,
45,Good,,,,,,,,,,,,,,
50,Good,25.6,31.1,18.9,1016.6,69,0,15.4,13.1,22.2,35.2,,,,
52,Moderate,26.7,33.3,20,1015.1,75,3.81,15.4,13.3,25.9,-,o,,o,
60,Moderate,27.3,33.3,22.8,1015.1,70,0,16.1,15.2,20.6,-,,,,
41,Good,,,,,,,,,,,,,,
32,Good,,,,,,,,,,,o,,,
18,Good,,,,,,,,,,,,,,
18,Good,23.2,27.2,17.2,1022.2,64,0,16.1,9.8,16.5,-,,,,
36,Good,24.1,31.7,17.2,1019.9,66,0,16.1,10.7,20.6,-,,,,
37,Good,23.1,31.7,17.2,1019.8,76,0,16.1,15,27.8,38.9,,,,
19,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,,,,
16,Good,,,,,,,,,,,,,,o
8,Good,25.3,30.6,20,1015.5,87,0,15,12,25.9,33.5,o,,o,
8,Good,23.2,30.6,22.2,1015.4,96,42.16,10.6,16.9,29.4,40.7,o,,,
8,Good,22.9,23.9,22,1016.8,96,152.65,7.1,22.4,31.7,42.4,o,,,
18,Good,,,,,,,,,,,o,,,
20,Good,,,,,,,,,,,o,,,
40,Good,,,,,,,,,,,,,,o
20,Good,21.1,31.1,16.1,1020.3,66,0.25,16.1,11.9,18.3,-,,,,
24,Good,18.8,24.4,13.3,1020.1,72,0,16.1,7.4,16.5,-,,,,
28,Good,22.2,25.6,13.3,1014.9,81,0,15.4,9.6,22.2,-,o,,,
14,Good,,,,,,,,,,,,,,o
13,Good,,,,,,,,,,,o,,,o
18,Good,,,,,,,,,,,,,,o
29,Good,24.7,28.9,18.9,1017.4,81,12.95,15.1,8.7,18.3,-,o,,o,
26,Good,22.7,28.9,19.4,1016.9,88,0.76,14.2,6.5,16.5,-,o,,,o
36,Good,21.3,25.6,17.8,1015.7,84,0,15.4,6.5,16.5,-,o,,,
23,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,o,,,
18,Good,22.7,26.1,18.3,1020.4,84,2.79,15.8,21.3,27.8,40.7,o,,,
13,Good,22.7,24.4,19.4,1014.3,85,1.52,12.2,23.3,57.6,81.7,o,,o,
15,Good,19.6,24.4,17.2,1004.7,86,195.58,3.7,60.4,70.6,120.6,o,,o,o
16,Good,,,,,,,,,,,o,,,
17,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,,,,
30,Good,17.4,25,11.1,1019.9,78,0,11.1,3.7,14.8,-,,,,o
27,Good,16.4,25,11.1,1025,67,0,16.1,13.5,22.2,-,,,,
30,Good,14.2,20,9.4,1027.9,78,0,16.1,5.2,16.5,-,,,,
33,Good,,,,,,,,,,,,,,
40,Good,,,,,,,,,,,,,,
42,Good,,,,,,,,,,,,,,
45,Good,23.1,31.1,16.7,1016.8,72,0,16.1,11.7,20.6,-,,,,
33,Good,22.5,31.1,17.8,1017.1,76,0,16.1,10.6,20.6,-,,,,
18,Good,21.8,28.3,16.7,1007.5,78,0,15.1,9.3,33.5,40.7,,,,
11,Good,,,,,,,,,,,o,,,
19,Good,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,,,,
25,Good,14.1,24.4,8.9,1024.9,52,0,16.1,12.2,18.3,33.5,,,,
18,Good,10.9,16.7,5.6,1029.2,59,0,16.1,8.5,16.5,-,,,,
24,Good,14.7,23.3,5.6,1026.1,71,0,16.1,10,27.8,37,,,,
37,Good,,,,,,,,,,,o,,,
36,Good,,,,,,,,,,,,,,
52,Moderate,,,,,,,,,,,,,,
38,Good,15.9,27.2,8.9,1018.9,68,0,16.1,15.2,29.4,38.9,,,,
31,Good,11.4,18.9,5.6,1026,78,0,16.1,2.2,7.6,-,,,,
50,Good,16.4,23.9,5.6,1025.5,77,0,16.1,5.2,16.5,-,,,,
69,Moderate,19.6,28.3,15,1018.9,72,0,15.8,12,20.6,-,,,,
20,Good,,,,,,,,,,,o,,,
52,Moderate,,,,,,,,,,,,,,
32,Good,,,,,,,,,,,,,,
14,Good,11.7,19.4,5,1028.4,54,0,16.1,17.4,25.9,42.4,,,,
34,Good,9.2,18.9,2.2,1024.3,63,0,16.1,6.1,14.8,-,,,,
53,Moderate,11.4,18.9,2.2,1014.2,75,0,16.1,8.9,16.5,-,o,,o,
17,Good,,,,,,,,,,,o,,o,
26,Good,,,,,,,,,,,,,,
44,Good,,,,,,,,,,,,,,
59,Moderate,5.1,15.6,-2.2,1025.2,68,0,16.1,4.3,11.1,-,,,,o
35,Good,8.7,16.1,-2.2,1019,88,0,15.8,5.6,20.6,-,o,,,
35,Good,12.6,16.7,1.7,1012.2,76,1.52,16.1,12.8,20.6,-,o,,,
57,Moderate,,,,,,,,,,,,,,
50,Good,,,,,,,,,,,,,,
55,Moderate,,,,,,,,,,,,,,
60,Moderate,12.9,23.9,2.8,1013.8,65,0,14.5,8.5,27.8,42.4,,,,
27,Good,7.5,15,3.9,1012.7,39,0,16.1,23.5,31.7,50,o,,,
24,Good,4.7,10,-1.7,1014.9,40,0,16.1,17.2,31.7,40.7,,,,
35,Good,,,,,,,,,,,,,,
41,Good,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,o,,,
56,Moderate,12.2,16.7,1.7,1022.2,91,4.32,7.7,5.4,14.8,-,,,,o
45,Good,10.7,16.7,7.2,1020.2,75,3.3,9.5,20.7,42.4,57.6,o,,,o
51,Moderate,7.3,12.2,2.8,1023.1,53,0,16.1,17.4,29.4,40.7,,,,
42,Good,,,,,,,,,,,,,,
27,Good,,,,,,,,,,,o,,,
25,Good,,,,,,,,,,,,,,
22,Good,18.2,23.9,9.4,1007.6,59,0.25,16.1,20,40.7,53.5,o,,,
27,Good,8.8,12.2,3.9,1016.7,54,0,16.1,10.2,16.5,-,,,,
32,Good,7.2,12.8,2.8,1021.7,54,0,16.1,17.2,29.4,42.4,,,,
32,Good,,,,,,,,,,,,,,
17,Good,,,,,,,,,,,o,,,
15,Good,,,,,,,,,,,o,,,
21,Good,9.7,15,5.6,1012.9,86,17.27,14.3,22.4,44.6,59.4,o,,,
43,Good,5.8,12.2,1.7,1017.8,88,0,14.3,6.1,27.8,-,o,,,
14,Good,2.9,10,0.6,1024.6,50,0.25,16.1,21.9,35.2,48.2,,,,
36,Good,,,,,,,,,,,,,,
51,Moderate,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,o,,,
26,Good,9.1,17.2,6.1,1019.7,79,2.79,12.7,9.4,24.1,-,o,,,o
30,Good,7.7,12.2,5.6,1017.3,77,2.54,15.8,12.4,29.4,40.7,o,,,
22,Good,3.8,8.9,-2.2,1017,47,0,16.1,21.9,38.9,59.4,,,,
19,Good,,,,,,,,,,,,,,
35,Good,,,,,,,,,,,o,,,o
29,Good,,,,,,,,,,,o,,,
16,Good,3.3,6.7,1.1,1034.7,70,5.33,14.5,21.3,33.5,46.5,o,,,
31,Good,2.4,5.6,0.6,1033.3,72,0.76,16.1,17,24.1,-,,,,
54,Moderate,3.4,11.7,-3.9,1024.2,64,0,16.1,5.2,14.8,-,,,,
37,Good,,,,,,,,,,,,,,
52,Moderate,,,,,,,,,,,,,,
37,Good,,,,,,,,,,,o,,,
32,Good,7.4,13.9,3.3,1030.7,87,4.32,9.2,8.5,16.5,-,,,,o
38,Good,8.2,10.6,2.8,1034.2,80,0,16.1,8,13,-,,,,
23,Good,14.4,21.1,6.7,1020.1,82,0,16.1,19.3,35.2,50,o,,,
23,Good,,,,,,,,,,,,,,
21,Good,,,,,,,,,,,o,,,
14,Good,,,,,,,,,,,,,,
18,Good,0.3,1.1,-1.7,1021.1,54,0,16.1,10.2,13,-,,,,
30,Good,9.1,11.7,6.7,1021.7,57,1.02,16.1,13.9,22.2,35.2,o,,,
11,Good,10.4,14.4,6.1,1025.3,92,23.37,8.5,10.7,18.3,-,o,,,
10,Good,9.7,14.4,7.2,1012.1,94,15.75,6.6,11.7,22.2,-,o,,,o
16,Good,,,,,,,,,,,,,,
16,Good,,,,,,,,,,,,,,
28,Good,,,,,,,,,,,o,,,
30,Good,-1.9,5.6,-4.4,1020.3,82,9.91,5.8,31.3,53.5,70.6,o,o,,o
38,Good,-6.2,-0.6,-8.3,1031.2,53,4.57,15.8,31.7,42.4,57.6,,,,
52,Moderate,-5.3,-1.1,-9.4,1040.7,51,0,16.1,10.6,27.8,-,,,,
55,Moderate,,,,,,,,,,,,,,
21,Good,,,,,,,,,,,o,,,o
13,Good,,,,,,,,,,,,,,
26,Good,14.3,22.2,8.9,1028.5,69,0,16.1,18.3,25.9,-,,,,
29,Good,6.3,7.8,4,1034.7,76,0,15.8,16.5,22.2,-,o,,,
44,Good,4.7,7.8,3.3,1027.6,82,0.25,15.9,10.7,22.2,35.2,o,,,
52,Moderate,,,,,,,,,,,o,,,
53,Moderate,,,,,,,,,,,,,,
35,Good,,,,,,,,,,,o,,,
27,Good,6.3,17.2,2.2,1017.8,78,1.02,16.1,8.3,13,-,,,,
41,Good,6.2,11.7,1.7,1015.5,87,0,12.1,4.6,13,-,o,,,
22,Good,9.1,11.7,1.7,1012.2,92,6.35,8.9,4.1,11.1,-,,,,o
11,Good,,,,,,,,,,,o,,,o
15,Good,,,,,,,,,,,o,,,o
10,Good,,,,,,,,,,,o,,,
15,Good,10.9,19.4,2.8,1007.5,55,0.51,16.1,12,20.6,-,,,,
23,Good,14.4,18.3,12.2,1002.3,56,0,16.1,22,38.9,57.6,o,,,
13,Good,6.5,10.6,2.2,1010.4,45,0.25,16.1,17.8,25.9,42.4,,,,
22,Good,,,,,,,,,,,,,,
29,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,o,,
33,Good,5.9,17.8,-5,1014.4,45,0,16.1,17,37,55.4,,,,
38,Good,11.3,16.1,6.7,1015.4,52,0,16.1,10.9,20.6,-,,,,
25,Good,8.2,16.7,1.1,1019.3,64,0,16.1,7,13,-,,,,
19,Good,3.7,11.7,1.1,1023.3,52,0,16.1,12.6,25.9,35.2,,,,
28,Good,,,,,,,,,,,,,,
40,Good,,,,,,,,,,,,o,,
47,Good,,,,,,,,,,,,,,
51,Moderate,14.3,21.7,8.9,1015.4,54,0,16.1,19.4,31.7,44.6,,,,
36,Good,16.8,22.2,8.3,1006.1,71,0,15.9,15.4,24.1,44.6,o,,,
21,Good,10.3,22.2,2.8,1005.2,66,2.29,15.6,28.5,57.6,81.7,o,,,
15,Good,,,,,,,,,,,,,,
50,Good,,,,,,,,,,,,,,
55,Moderate,,,,,,,,,,,,,,
16,Good,8.7,17.8,5.6,1014.2,50,4.32,15.8,22,38.9,57.6,o,,,
32,Good,4.3,11.1,-2.8,1016.6,59,0,16.1,8,20.6,29.4,,,,
25,Good,8.7,10.6,6.7,1003,72,0,14.8,10.7,25.9,44.6,o,,,
14,Good,,,,,,,,,,,,,,
26,Good,,,,,,,,,,,,,,
43,Good,,,,,,,,,,,,,,
59,Moderate,16.3,20.6,9.4,1011.8,44,0,16.1,15.2,27.8,35.2,,,,
48,Good,11.4,20.6,5.6,1020.3,59,0,16.1,10.7,22.2,31.7,,,,
24,Good,7.9,17.8,2.8,1025,70,0,16.1,9.6,18.3,29.4,,,,
25,Good,,,,,,,,,,,o,,,
26,Good,,,,,,,,,,,o,,,
23,Good,,,,,,,,,,,,,,
25,Good,17.8,25.6,8.3,1006.2,71,0,15,12.6,27.8,46.5,,,,
27,Good,9.4,25.6,4.4,1016.4,55,0.25,16.1,15.4,25.9,42.4,o,,o,
27,Good,7.9,16.1,0.6,1029.1,58,0,16.1,9.4,20.6,-,,,,
25,Good,,,,,,,,,,,,,,
27,Good,21.6,27.2,18.3,1013.7,67,0,16.1,28.5,48.2,74.1,,,,
16,Good,14.4,18.9,10.6,1011.9,46,6.35,15.8,24.6,38.9,55.4,o,,,
17,Good,6.1,16.7,0,1025.3,45,2.03,16.1,13.3,27.8,42.4,,,,
15,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,,,,
30,Good,,,,,,,,,,,,,,
29,Good,13.8,21.7,6.1,1027.7,57,0,16.1,18.1,38.9,50,,,,
13,Good,15,21.7,6.1,1020.9,63,0,16.1,21.7,37,63,o,,,
25,Good,13.1,22.2,3.9,1021.1,36,0.51,16.1,14.6,25.9,38.9,,,,
24,Good,,,,,,,,,,,o,,,
20,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
19,Good,3.9,8.3,-2.8,1028.3,54,0,16.1,16.1,27.8,40.7,,,,
15,Good,7.3,15,0.6,1003,86,42.42,11.1,24.4,38.9,68.3,o,,,
16,Good,0.6,15,-4.4,1012.3,31,26.92,16.1,29.6,35.2,57.6,,,,
22,Good,,,,,,,,,,,,,,
32,Good,,,,,,,,,,,,,,
50,Good,,,,,,,,,,,o,,,
25,Good,5.9,11.1,1.1,1018.3,83,9.4,11.9,23.2,38.9,55.4,o,o,,
31,Good,7.3,12.8,1.1,1021.4,63,8.38,16.1,16.1,22.2,35.2,,,,
39,Good,11.6,18.9,3.3,1015.1,63,0,16.1,11.3,24.1,33.5,,,,
25,Good,,,,,,,,,,,o,,,
17,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
29,Good,18.4,24.4,13.9,1024.6,54,0,16.1,23.5,29.4,42.4,,,,
30,Good,15.1,25,11.1,1024,72,0,16.1,10.2,16.5,-,,,,
21,Good,18.2,25,11.1,1019.7,64,0,16.1,15.4,25.9,33.5,,,,
26,Good,,,,,,,,,,,o,,,
25,Good,,,,,,,,,,,o,,,o
20,Good,,,,,,,,,,,,,,
18,Good,14.4,20,3.9,1013.4,81,0,14.3,15.7,25.9,74.1,o,,o,
13,Good,14.7,20,10.6,1010.4,75,44.2,15.4,14.8,25.9,40.7,o,,o,
18,Good,11.1,18.3,8.3,1021.4,57,0,16.1,15.7,27.8,46.5,,,,
16,Good,13,19.4,5,1018.7,60,0,16.1,11.5,25.9,40.7,,,,
24,Good,,,,,,,,,,,o,,,
28,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,o,,o,
6,Good,11.6,23.9,8.9,1002.2,41,5.33,16.1,25.9,35.2,55.4,,,,
24,Good,9.9,17.2,2.2,1014.5,37,0,16.1,17.6,35.2,48.2,,,,
31,Good,11.6,20,2.2,1021.1,49,0,16.1,8.5,24.1,-,,,,
21,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
26,Good,,,,,,,,,,,,,,
30,Good,15,25,11.1,1026.2,64,0,16.1,12.6,31.7,40.7,,,,
19,Good,11.9,17.2,5.6,1027.7,66,0,16.1,9.1,18.3,29.4,,,,
28,Good,18,26.7,5.6,1026.4,67,0,16.1,14.8,24.1,42.4,,,,
58,Moderate,,,,,,,,,,,,,,
40,Good,,,,,,,,,,,o,,,
19,Good,,,,,,,,,,,o,,,
24,Good,13.8,19.4,11.7,1028.3,77,0,15.9,13.9,18.3,-,o,,,
38,Good,20,27.2,11.7,1020.3,72,0.25,16.1,13.5,22.2,35.2,,,,
50,Good,23.8,31.7,16.1,1012.7,65,0,16.1,12.4,20.6,35.2,o,,,
37,Good,,,,,,,,,,,o,,o,
18,Good,,,,,,,,,,,o,,o,
27,Good,,,,,,,,,,,o,,,o
20,Good,17.2,21.7,12.2,1005.5,86,4.57,13.5,19.1,37,55.4,o,,,
13,Good,17.8,22.2,15,1007.2,83,7.11,15,9.8,16.5,-,o,,,
36,Good,21.8,28.3,15,1011.2,67,1.02,16.1,16.7,29.4,40.7,,,,
51,Moderate,,,,,,,,,,,o,,o,
58,Moderate,,,,,,,,,,,,,,
34,Good,,,,,,,,,,,,,,
27,Good,24.6,30.6,20.6,1016.1,65,0,16.1,25.7,42.4,59.4,,,,
19,Good,22.8,29.4,20,1008.9,56,12.7,14.8,25.4,40.7,55.4,o,,o,
21,Good,19.3,25,13.9,1014.5,47,0,16.1,15,24.1,35.2,,,,
21,Good,,,,,,,,,,,,,,
19,Good,,,,,,,,,,,o,,o,o
13,Good,,,,,,,,,,,o,,,
18,Good,11.7,12.8,9.4,1004.9,73,0,16.1,9.6,13,-,,,,
17,Good,13.4,19.4,6.7,1013.8,56,0.25,16.1,9.8,18.3,-,,,,
21,Good,13.9,20.6,6.7,1015.2,53,0,16.1,10.9,27.8,-,,,,
26,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,o,,o,
9,Good,,,,,,,,,,,o,,,
10,Good,14.8,16.1,11.7,1008.5,88,20.83,12.1,13.7,24.1,35.2,o,,,o
25,Good,17.4,27.2,8.3,1009,61,0.25,16.1,15.9,25.9,37,,,,
19,Good,20.4,27.2,8.3,1010.9,39,0,16.1,18.9,33.5,46.5,,,,
24,Good,,,,,,,,,,,,,,
50,Good,,,,,,,,,,,,,,
41,Good,,,,,,,,,,,,,,
40,Good,25.6,32.2,20.6,1016.9,64,0,16.1,20.9,27.8,37,o,,o,
41,Good,20.3,32.2,15,1019.1,80,2.03,14.6,17.4,29.4,42.4,o,,,
25,Good,15.9,25,13.9,1024.2,76,0,16.1,14.8,20.6,38.9,,,,
36,Good,,,,,,,,,,,o,,o,
29,Good,,,,,,,,,,,o,,,
12,Good,,,,,,,,,,,o,,,
16,Good,20.1,25.6,15,1001.3,81,3.3,15,16.3,46.5,64.8,o,,o,
25,Good,20.4,27.2,15,1007,61,12.45,16.1,19.3,25.9,37,,,,
56,Moderate,21.1,27.2,14.4,1012.3,70,0,15.9,8.1,16.5,-,,,,
33,Good,,,,,,,,,,,o,,o,o
41,Good,,,,,,,,,,,,,,
28,Good,,,,,,,,,,,o,,,
44,Good,21.5,26.7,17.8,1016.3,85,11.18,15.6,6.7,22.2,27.8,o,,o,
38,Good,22.8,28.9,17.8,1016,69,19.56,15.8,11.1,37,81.7,o,,o,
44,Good,23.7,28.9,18.3,1015.5,55,0,16.1,11.3,18.3,27.8,,,,
39,Good,22.1,29.4,15,1016.5,61,0,16.1,7.4,20.6,-,,,,
23,Good,,,,,,,,,,,,,,
26,Good,,,,,,,,,,,o,,o,
33,Good,,,,,,,,,,,o,,,
24,Good,18.2,27.2,11.1,1011.5,69,0,16.1,10.2,20.6,-,,,,
43,Good,,,,,,,,,,,,,,
53,Moderate,21.7,27.2,20.6,1014.3,87,0,12.9,9.4,18.3,-,,,,
43,Good,,,,,,,,,,,o,,o,
20,Good,,,,,,,,,,,o,,o,o
31,Good,,,,,,,,,,,,,,
